location_name,sex_name,cause_name,measure_name,age_id,age_name,rate_1990,rate_2023,absolute_change,relative_change_pct
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,13,40-44 years,2857.9629068724,3330.71246681708,472.7495599446802,16.541486903412327
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,13,40-44 years,157.18752085648,172.96249904745,15.774978190969989,10.035770082138606
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,14,45-49 years,20.3820627390244,17.3690097143129,-3.0130530247114997,-14.782866009643737
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),14,45-49 years,1236.46929417814,1164.40519873412,-72.06409544402004,-5.828215531378788
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),14,45-49 years,358.22738629994,416.10270533462,57.87531903467999,16.15602861424492
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),14,45-49 years,878.241907878201,748.302493399496,-129.93941447870498,-14.795401279885823
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,14,45-49 years,3614.88397638271,4192.40760771482,577.5236313321102,15.976270195814646
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,14,45-49 years,189.97485447541,211.44217118288,21.46731670746999,11.300083248780002
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,14,45-49 years,0.25646460807678,0.146526368393139,-0.109938239683641,-42.86682693103909
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),14,45-49 years,14.6777168638826,10.4043869731943,-4.273329890688299,-29.114404715107057
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),14,45-49 years,3.62552840593,4.09132522526,0.4657968193300004,12.847694657918884
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),14,45-49 years,11.0521884579482,6.31306174793549,-4.73912671001271,-42.87953221250547
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,14,45-49 years,36.13390786455,40.85548136731,4.721573502760002,13.066877572332025
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,14,45-49 years,0.70958583466,0.75846299451,0.04887715984999996,6.888125081220031
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,14,45-49 years,20.1255981309477,17.2224833459197,-2.903114785028002,-14.424986358859071
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),14,45-49 years,1221.79157731426,1154.00081176092,-67.79076555333995,-5.548472162687313
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),14,45-49 years,354.601857894,412.01138010936,57.40952221536003,16.18985375776607
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),14,45-49 years,867.189719420253,741.98943165156,-125.20028776869299,-14.437473711334336
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,14,45-49 years,3578.75006851815,4151.55212634751,572.8020578293604,16.005645738388765
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,14,45-49 years,189.26526864075,210.68370818837,21.418439547619982,11.316624387264085
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,15,50-54 years,41.252265895989,36.2298542645996,-5.022411631389396,-12.174874573078254
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),15,50-54 years,2039.90169221302,1925.06926617076,-114.83242604225984,-5.629311769317768
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),15,50-54 years,461.57904502433,538.25466737249,76.67562234815995,16.61159083686703
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),15,50-54 years,1578.32264718868,1386.81459879826,-191.50804839042007,-12.133643823177454
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,15,50-54 years,4421.59586207868,5152.35278150168,730.756919423,16.52699482759732
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,15,50-54 years,249.42704872193,279.12211822576,29.695069503830013,11.905312457485362
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,15,50-54 years,0.396865690781351,0.237655268091505,-0.15921042268984598,-40.11695301158228
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),15,50-54 years,19.0956807217431,13.4546500054382,-5.6410307163049005,-29.540872611479095
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),15,50-54 years,3.909969388,4.35700237777,0.44703298976999983,11.433158304051648
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),15,50-54 years,15.1857113337391,9.09764762767076,-6.08806370606834,-40.09073774859717
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,15,50-54 years,36.68637891341,41.60140339236,4.915024478949995,13.397409677719384
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,15,50-54 years,0.65742469082,0.70123622071,0.043811529890000034,6.664113852394915
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,15,50-54 years,40.8554002052076,35.9921989965081,-4.8632012086995005,-11.90344773095532
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),15,50-54 years,2020.80601149128,1911.61461616532,-109.19139532596,-5.403358595780339
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),15,50-54 years,457.66907563633,533.89766499472,76.22858935839002,16.655831345476855
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),15,50-54 years,1563.13693585495,1377.71695117059,-185.4199846843601,-11.862043588839233
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,15,50-54 years,4384.90948316527,5110.75137810932,725.8418949440502,16.553178525822098
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,15,50-54 years,248.76962403112,278.42088200505,29.651257973929972,11.91916339843031
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,16,55-59 years,63.3312247798308,55.052693519589,-8.278531260241799,-13.07180034654608
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),16,55-59 years,2705.62890997851,2527.12323002054,-178.50567995796973,-6.597566994484383
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),16,55-59 years,579.30295484795,678.58379338589,99.28083853793999,17.137982416125986
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),16,55-59 years,2126.32595513055,1848.53943663465,-277.78651849590005,-13.064154995880905
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,16,55-59 years,5467.6144057514,6403.59508260531,935.9806768539102,17.11862994342377
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,16,55-59 years,336.54668300567,375.10174632521,38.55506331954001,11.45608180571207
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,16,55-59 years,0.60948144665342,0.35996935068931,-0.24951209596410995,-40.93842352940308
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),16,55-59 years,24.4597871580872,16.5293822488886,-7.9304049091986,-32.422215524375694
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),16,55-59 years,3.99558216416,4.44231358586,0.4467314217,11.180634094003604
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),16,55-59 years,20.4642049939236,12.0870686630256,-8.377136330898002,-40.935557151550285
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,16,55-59 years,36.5263697443,41.4186277841,4.892258039800005,13.393770237907221
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,16,55-59 years,0.58059128802,0.6532780119,0.07268672387999997,12.51943068727137
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,16,55-59 years,62.7217433331774,54.6927241688997,-8.029019164277699,-12.801014030537406
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),16,55-59 years,2681.16912282042,2510.59384777165,-170.57527504876998,-6.361973722468339
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),16,55-59 years,575.30737268379,674.14147980002,98.83410711622992,17.179356950558812
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),16,55-59 years,2105.86175013662,1836.45236797162,-269.40938216499967,-12.793308114719382
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,16,55-59 years,5431.08803600709,6362.17645482121,931.0884188141208,17.1436812042298
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,16,55-59 years,335.96609171765,374.44846831331,38.482376595660014,11.454244206287667
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,17,60-64 years,106.183972250221,96.805247712623,-9.378724537598004,-8.832523721656571
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),17,60-64 years,3820.19598438437,3679.44611403277,-140.7498703516003,-3.6843625543541925
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),17,60-64 years,751.3054187301,882.40937540963,131.10395667953003,17.450154545820993
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),17,60-64 years,3068.89056565426,2797.03673862314,-271.8538270311201,-8.858374751892251
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,17,60-64 years,6993.38153420673,8212.70980433092,1219.3282701241897,17.435460430123673
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,17,60-64 years,586.87841054228,629.43119702721,42.55278648493004,7.2506989046693615
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,17,60-64 years,0.518104368832575,0.321826736856829,-0.19627763197574605,-37.88380175562136
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),17,60-64 years,18.9938874662375,13.8015242655941,-5.192363200643399,-27.33702202812911
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),17,60-64 years,4.02028239616,4.50382477396,0.4835423778000001,12.027572447693192
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),17,60-64 years,14.973605070076,9.29769949163769,-5.675905578438309,-37.90607239789784
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,17,60-64 years,35.83828879568,40.94755899698,5.109270201299999,14.256456915197013
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,17,60-64 years,0.53073088301,0.61855594687,0.08782506386,16.547946741276263
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,17,60-64 years,105.665867881389,96.4834209757661,-9.18244690562291,-8.690078536931434
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),17,60-64 years,3801.20209691813,3665.64458976718,-135.55750715094973,-3.566174691444446
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),17,60-64 years,747.28513633394,877.90555063567,130.62041430172997,17.479327227426555
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),17,60-64 years,3053.91696058419,2787.7390391315,-266.17792145269004,-8.715951510409514
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,17,60-64 years,6957.54324541105,8171.76224533392,1214.2189999228704,17.451835469707298
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,17,60-64 years,586.34767965927006,628.81264108034,42.464961421069916,7.2422835280505415
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,18,65-69 years,143.050319041563,135.476273424285,-7.574045617277989,-5.294672299945979
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),18,65-69 years,4571.9101648584,4548.34601141688,-23.56415344151992,-0.5154115586663011
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),18,65-69 years,1087.78984336002,1248.57048648918,160.7806431291599,14.78048761997377
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),18,65-69 years,3484.12032149837,3299.7755249277,-184.3447965706696,-5.290999723321576
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,18,65-69 years,10030.9836193109,11495.7849753447,1464.8013560338004,14.602768897098727
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,18,65-69 years,981.44966803203,1007.23784943394,25.788181401910037,2.627560255190642
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,18,65-69 years,0.697981257787339,0.444249273634144,-0.253731984153195,-36.35226323376466
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),18,65-69 years,20.977610829684,15.3201229490732,-5.6574878806108,-26.969171687584513
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),18,65-69 years,3.97708650445,4.50016346373,0.52307695928,13.152265073810288
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),18,65-69 years,17.0005243252356,10.8199594853416,-6.180564839893998,-36.35514247475038
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,18,65-69 years,34.83914814693,40.09394927206,5.254801125130001,15.083035621216956
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,18,65-69 years,0.50737792885,0.59666012853,0.08928219967999995,17.596784291024047
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,18,65-69 years,142.352337783776,135.032024150651,-7.320313633124982,-5.142390878219416
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),18,65-69 years,4550.93255402872,4533.02588846781,-17.90666556091037,-0.3934724443467874
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),18,65-69 years,1083.81275685557,1244.07032302545,160.2575661698802,14.786462436078928
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),18,65-69 years,3467.11979717313,3288.95556544235,-178.1642317307801,-5.138681157658409
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,18,65-69 years,9996.14447116396,11455.6910260726,1459.5465549086402,14.60109504338416
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,18,65-69 years,980.94229010318,1006.64118930541,25.698899202229995,2.619817644881728
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,19,70-74 years,210.355215101777,214.305008775047,3.9497936732700225,1.8776780368192858
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),19,70-74 years,5706.94302859522,5973.34035943422,266.39733083899955,4.667951467259934
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),19,70-74 years,1493.24621600437,1674.83207653824,181.58586053387012,12.160476858247659
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),19,70-74 years,4213.69681259085,4298.50828289598,84.81147030513057,2.0127568279641572
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,19,70-74 years,13797.530174902,15441.6535855607,1644.1234106586999,11.916070411278357
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,19,70-74 years,884.93835993341,892.60561679962,7.667256866209982,0.866417053814561
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,19,70-74 years,0.689730236799175,0.465617786936123,-0.224112449863052,-32.49276860807041
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),19,70-74 years,17.6921578220628,13.7548930201401,-3.9372648019226997,-22.254293916668434
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),19,70-74 years,3.87659821234,4.41744472616,0.5408465138200005,13.95157517481116
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),19,70-74 years,13.8155596097276,9.33744829398254,-4.4781113157450605,-32.413535479170896
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,19,70-74 years,33.61818831671,38.72132136587,5.10313304916,15.17967893178669
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,19,70-74 years,0.49099727661,0.56421551888,0.07321824227000001,14.912148347445386
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,19,70-74 years,209.665484864978,213.839390988111,4.173906123133008,1.9907454609522146
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),19,70-74 years,5689.25087077316,5959.58546641407,270.33459564090936,4.751672966816645
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),19,70-74 years,1489.36961779203,1670.41463181208,181.04501402004985,12.155814907010566
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),19,70-74 years,4199.88125298113,4289.17083460199,89.28958162085928,2.1260025282257677
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,19,70-74 years,13763.9119865853,15402.9322641949,1639.0202776095994,11.90809908699675
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,19,70-74 years,884.4473626568,892.04140128074,7.594038623940037,0.8586196244769528
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,20,75-79 years,304.269921171534,316.308266784473,12.038345612938997,3.9564691661231555
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),20,75-79 years,6501.50098982063,6887.44556657003,385.94457674939986,5.936238068004163
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),20,75-79 years,1626.07695347447,1824.22146467052,198.14451119604996,12.185432600386514
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),20,75-79 years,4875.42403634615,5063.2241018995,187.80006555334967,3.8519739853047685
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,20,75-79 years,15187.3560715482,16984.3072839653,1796.9512124170997,11.831889658421101
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,20,75-79 years,380.92811697466,376.82792643145,-4.100190543209976,-1.076368574673292
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,20,75-79 years,0.966032795611955,0.6548909304269,-0.31114186518505493,-32.208209348416084
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),20,75-79 years,19.1664063476434,14.6746200979986,-4.4917862496447984,-23.43572482066825
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),20,75-79 years,3.69053925489,4.19228139879,0.5017421438999996,13.595361253377437
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),20,75-79 years,15.4758670927491,10.4823386992066,-4.9935283935424994,-32.26655000082105
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,20,75-79 years,32.23434106796,37.21558305055,4.981241982589999,15.453214855820985
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,20,75-79 years,0.48107717429,0.52248810597,0.04141093167999993,8.607960197054965
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,20,75-79 years,303.303888375922,315.653375854046,12.34948747812399,4.0716548489539095
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),20,75-79 years,6482.33458347298,6872.77094647204,390.4363629990603,6.023082547983516
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),20,75-79 years,1622.38641421957,1820.02918327173,197.64276905216002,12.182225351488407
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),20,75-79 years,4859.94816925341,5052.74176320029,192.7935939468798,3.966988684500672
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,20,75-79 years,15155.1217304803,16947.0917009147,1791.969970434402,11.824187243777494
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,20,75-79 years,380.44703980038,376.30543832548,-4.141601474900028,-1.0886144565806388
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,30,80-84 years,408.98931986847,431.669653345986,22.680333477516,5.545458616085619
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),30,80-84 years,6618.65228874277,7100.22698764518,481.5746989024101,7.276023545178356
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),30,80-84 years,1485.28430824447,1698.52347497856,213.23916673409008,14.356791191453965
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),30,80-84 years,5133.36798049829,5401.70351266661,268.33553216831933,5.227280280465552
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,30,80-84 years,14039.3753963713,15968.9519106242,1929.5765142528999,13.744033903044084
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,30,80-84 years,118.799729243,112.80801048191,-5.991718761089999,-5.0435458054236655
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,30,80-84 years,0.706643664034718,0.480917267590266,-0.22572639644445203,-31.943454379202063
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),30,80-84 years,12.4770106463014,10.0500900895972,-2.4269205567042,-19.451137980904264
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),30,80-84 years,3.60861074568,4.0320162895,0.4234055438199995,11.733200770597762
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),30,80-84 years,8.86839990062592,6.01807380009462,-2.8503261005313005,-32.14025227177822
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,30,80-84 years,30.8041458036,35.6991119472,4.894966143600001,15.89060827983726
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,30,80-84 years,0.47725748806,0.49502901824,0.017771530179999995,3.7236776005839856
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,30,80-84 years,408.282676204435,431.188736078396,22.906059873961,5.610343325586387
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),30,80-84 years,6606.17527809646,7090.17689755559,484.00161945912987,7.326502841423133
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),30,80-84 years,1481.67569749879,1694.49145868906,212.81576119027,14.363180927481189
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),30,80-84 years,5124.49958059766,5395.68543886652,271.1858582688601,5.291948101539945
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,30,80-84 years,14008.5712505677,15933.2527986771,1924.6815481094,13.739313693617405
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,30,80-84 years,118.32247175494,112.31298146367,-6.009490291269998,-5.078908682465977
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,31,85-89 years,551.472855240194,626.426543447598,74.95368820740396,13.591546255664365
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),31,85-89 years,6718.18129868058,7642.40782263461,924.2265239540302,13.757094113187218
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),31,85-89 years,1227.436514961,1435.26674055935,207.8302255983499,16.932054983304234
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),31,85-89 years,5490.74478371957,6207.14108207525,716.3962983556803,13.047342875593927
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,31,85-89 years,11737.3340111938,13622.2573539751,1884.9233427812997,16.05921192140962
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,31,85-89 years,78.94173009726,74.96988713771,-3.9718429595500027,-5.031360415659125
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Deaths,31,85-89 years,0.881101987468235,0.636749786394213,-0.244352201074022,-27.73256723391868
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,DALYs (Disability-Adjusted Life Years),31,85-89 years,12.3111394295816,10.2532987579114,-2.057840671670199,-16.71527386592303
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLDs (Years Lived with Disability),31,85-89 years,3.53902800301,3.94386792811,0.4048399251000001,11.439297026066964
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,YLLs (Years of Life Lost),31,85-89 years,8.7721114265685,6.30943082980552,-2.46268059676298,-28.073977597960564
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Prevalence,31,85-89 years,29.38254839572,33.82067992721,4.438131531490001,15.104651481273423
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 1,Incidence,31,85-89 years,0.47787074651,0.48065217034,0.0027814238300000182,0.5820452183594504
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Deaths,31,85-89 years,550.591753252726,625.789793661203,75.19804040847703,13.657676484297166
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,DALYs (Disability-Adjusted Life Years),31,85-89 years,6705.870159251,7632.15452387669,926.2843646256906,13.813037571982312
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLDs (Years Lived with Disability),31,85-89 years,1223.89748695799,1431.32287263124,207.42538567325005,16.947937869274334
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,YLLs (Years of Life Lost),31,85-89 years,5481.972672293,6200.83165124545,718.8589789524503,13.113144153120459
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Prevalence,31,85-89 years,11707.9514627981,13588.4366740479,1880.4852112497992,16.061607508581012
Eastern Sub-Saharan Africa,Both,Diabetes mellitus type 2,Incidence,31,85-89 years,78.46385935075,74.48923496737,-3.9746243833800037,-5.065547904816404
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Deaths,32,90-94 years,658.510015188855,793.053308736873,134.5432935480179,20.431472634388427
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,DALYs (Disability-Adjusted Life Years),32,90-94 years,6588.9576711321,7932.41632759133,1343.45865645923,20.38954753564839
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLDs (Years Lived with Disability),32,90-94 years,910.10375826869,1099.74381735652,189.64005908782997,20.83719107462938
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,YLLs (Years of Life Lost),32,90-94 years,5678.85391286341,6832.6725102348,1153.8185973713898,20.317807344151383
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Prevalence,32,90-94 years,8833.69067213648,10544.1027936745,1710.41212153802,19.362372818113926
Eastern Sub-Saharan Africa,Both,Diabetes mellitus,Incidence,32,90-94 years,63.33444459748,59.74764038534,-3.5868042121400023,-5.66327570240146
