location_name,measure_name,cause_name,sex_name,model,rmse,mae,mape,mase,selected
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Both,ETS,0.0030308377171247435,0.0024475577655204313,0.1944259074391949,0.15847830497346363,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ARIMA,0.0030007598534993957,0.002242727884929834,0.1729410525367439,0.142793891837099,TRUE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Female,ETS,0.0031450221636599063,0.002528518344579894,0.19787013237702586,0.1609900948885549,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ARIMA,0.002786312549321397,0.001995396762006423,0.15957218492893907,0.13122122281674672,TRUE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 1,Male,ETS,0.002904722774350261,0.002280300111690728,0.18351257351173464,0.1499570284680347,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ARIMA,0.13093295230765112,0.09914486324057306,0.057972559029124036,0.20637972395406498,TRUE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Both,ETS,0.1700572997160954,0.12309305359336593,0.07190285602834895,0.25623022303858245,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ARIMA,0.0941252817424616,0.07887784324184036,0.05249879668014336,0.1689701677120606,TRUE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Female,ETS,0.1281252376243833,0.1010225068516251,0.06694423274169196,0.2164079191804943,FALSE
Eastern Sub-Saharan Africa,Incidence,Diabetes mellitus type 2,Male,ARIMA,0.2068210878252451,0.14685131301103196,0.07638707326427865,0.26000027472804366,TRUE
