location_name,measure_name,cause_name,sex_name,metric_name,value_1990,value_2023,lower_1990,lower_2023,upper_1990,upper_2023,absolute_change,relative_change_pct
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus,Both,Number,27726.366126011,66762.953811433,20766.137041547,50397.2134718779,36175.3885521529,88367.8618411568,39036.58768542201,140.79229679074507
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus,Female,Number,12167.4399599007,28053.2568425576,8230.35444488737,19053.5488960926,17127.3122315469,39680.4374226668,15885.8168826569,130.56005975793238
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus,Male,Number,15558.9261661102,38709.6969688754,10295.5708121058,25696.3988310778,23064.7633749783,55173.1630467608,23150.770802765204,148.7941427036992
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Both,Number,2485.65923526255,2887.92562129788,1743.06203802549,1940.71421699552,3361.58095070749,4182.41272535932,402.26638603533,16.183488884100417
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Female,Number,917.791891661395,992.451970197831,559.348518821119,587.39476664026,1366.47516962056,1594.91531605702,74.660078536436,8.134750286504012
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 1,Male,Number,1567.86734360116,1895.47365110005,990.202937777364,1178.87801276456,2355.47406947375,2953.03140427245,327.6063074988899,20.8950271740737
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Both,Number,25240.7068907484,63875.0281901352,18778.5776043722,48063.7699882717,33437.6417322373,84849.9202628072,38634.3212993868,153.06354717643677
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Female,Number,11249.6480682393,27060.8048723598,7495.73821371551,18204.5261258991,16134.2431836813,38580.8050316009,15811.156804120501,140.5480127752577
Eastern Sub-Saharan Africa,Deaths,Diabetes mellitus type 2,Male,Number,13991.0588225091,36814.2233177754,8879.47073540307,24275.0425347275,20859.8832424006,52570.9186696518,22823.164495266305,163.12678536200514
Eastern Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Both,Number,1128874.96327365,2619639.41865165,901279.441784368,2097114.86248337,1391618.73641935,3166275.87793917,1490764.4553780002,132.05753550020268
Eastern Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Female,Number,487254.13624834,1117980.81199228,370916.601538467,816066.388084267,649778.381715321,1446938.43880816,630726.6757439399,129.4451147403859
Eastern Sub-Saharan Africa,DALYs (Disability-Adjusted Life Years),Diabetes mellitus,Male,Number,641620.827025308,1501658.60665937,475697.829504041,1103893.42842447,880895.869462942,1972535.88455398,860037.779634062,134.04143746726268
